lat,lon,rainfall_mm_per_day,elevation_m,slope_percent,soil_type,built_up_percentage,distance_to_water_body_km,drainage_density,sar_backscatter_coefficient,surface_roughness_index,moisture_index,flood_risk_score,flood_risk_category
28.698298,77.008698,88.4,79.74,2.84,clay,95.04,5.52,1.66,-11.28,0.687,0.938,0.634,Medium
28.614521,77.487276,103.79,8.95,19.97,clay,11.44,0.32,2.32,-20.68,0.055,0.426,0.342,Medium
28.334101,77.280779,156.71,229.14,0.89,clay,74.56,1.76,4.92,-21.82,0.735,0.925,0.589,Medium
28.440339,77.062547,196.46,132.25,15.97,sandy,49.78,4.29,3.76,-19.39,0.815,0.891,0.54,Medium
28.601568,77.156028,217.62,485.32,9.16,sandy,14.43,4.4,4.94,-3.7,0.3,0.825,0.401,Medium
28.548816,77.166448,2.05,249.61,22.31,loamy,20.5,7.32,2.46,-21.28,0.235,0.558,0.161,Low
28.496468,77.204916,50.72,470.1,22.71,clay,12.62,4.59,4.76,-15.14,0.987,0.509,0.209,Low
28.581437,77.193713,105.32,349.39,12.01,sandy,13.0,9.84,4.78,-9.46,0.442,0.998,0.339,Medium
28.476799,77.42813,80.87,311.77,14.2,clay,66.24,5.78,3.2,-15.96,0.036,0.975,0.464,Medium
28.504104,77.250299,145.01,150.67,4.37,sandy,86.41,8.12,1.54,-17.32,0.419,0.739,0.533,Medium
28.360944,77.055231,26.06,395.31,12.98,sandy,73.83,3.56,1.78,-10.63,0.172,0.97,0.417,Medium
28.410565,77.141527,245.51,383.21,3.03,clay,49.31,1.96,2.75,-11.72,0.464,0.003,0.459,Medium
28.393401,77.112674,203.15,394.48,15.01,clay,80.63,7.24,2.64,-18.07,0.801,0.537,0.639,Medium
28.462061,77.433086,5.49,423.37,24.5,clay,18.17,1.61,4.39,-17.22,0.657,0.279,0.148,Low
28.374595,77.431595,35.54,200.72,9.33,clay,52.79,0.04,4.73,-12.58,0.1,0.73,0.424,Medium
28.45402,77.493727,60.79,31.24,20.97,sandy,44.67,8.28,3.11,-2.19,0.049,0.089,0.241,Low
28.675343,77.104928,275.7,237.42,3.5,sandy,68.99,7.48,2.95,-13.33,0.652,0.415,0.561,Medium
28.341985,77.31517,116.39,463.66,22.82,clay,68.37,6.17,3.76,-23.73,0.507,0.099,0.282,Low
28.63816,77.318066,246.44,164.33,10.94,sandy,12.05,2.06,2.19,-19.41,0.53,0.706,0.471,Medium
28.66905,77.279056,202.8,418.56,15.68,sandy,13.76,4.68,3.8,-7.12,0.468,0.945,0.418,Medium
28.310996,77.34513,33.32,307.78,29.28,sandy,89.38,6.77,4.4,-10.3,0.988,0.251,0.253,Low
28.348246,77.098983,101.65,113.34,13.42,loamy,86.33,9.0,0.03,-5.04,0.547,0.674,0.517,Medium
28.446535,77.175949,260.14,250.25,0.44,loamy,66.91,2.93,3.99,-21.63,0.876,0.964,0.625,Medium
28.629696,77.195352,11.42,496.66,18.07,clay,55.15,8.47,1.3,-8.34,0.02,0.801,0.338,Medium
28.442603,77.218465,207.03,122.95,25.49,clay,36.47,7.49,4.39,-21.45,0.322,0.736,0.499,Medium
28.65786,77.411726,116.52,2.21,27.83,sandy,36.4,9.79,4.77,-8.78,0.767,0.893,0.393,Medium
28.639414,77.351408,208.45,310.0,25.97,loamy,28.86,8.55,2.52,-19.49,0.01,0.913,0.446,Medium
28.540275,77.404745,244.21,158.2,6.86,sandy,36.83,0.71,2.38,-15.88,0.808,0.55,0.521,Medium
28.416321,77.356458,73.52,333.87,28.07,clay,23.27,5.5,0.47,-16.85,0.82,0.88,0.358,Medium
28.499468,77.129788,298.09,245.29,24.61,loamy,42.45,9.59,1.6,-18.83,0.337,0.744,0.557,Medium
28.344467,77.273004,22.91,224.52,14.78,clay,13.4,5.92,3.83,-12.56,0.098,0.362,0.196,Low
28.641633,77.319746,228.73,406.05,13.86,sandy,38.34,1.54,3.93,-14.12,0.738,0.991,0.535,Medium
28.469141,77.231288,42.4,179.05,13.25,sandy,20.36,8.27,2.32,-15.96,0.806,0.755,0.279,Low
28.697963,77.376319,144.35,361.33,6.5,loamy,30.69,2.28,0.08,-20.36,0.442,0.821,0.448,Medium
28.501302,77.162159,137.71,90.53,1.49,loamy,33.23,7.71,1.97,-11.8,0.981,0.894,0.468,Medium
28.506478,77.150129,13.71,208.31,7.52,sandy,65.27,3.77,1.03,-13.04,0.068,0.835,0.39,Medium
28.435303,77.363315,290.07,200.44,12.53,sandy,60.37,2.18,2.65,-6.95,0.836,0.607,0.616,Medium
28.568729,77.015105,78.97,459.26,15.7,sandy,67.94,1.76,3.47,-5.5,0.777,0.26,0.288,Low
28.31016,77.262413,250.27,386.0,14.23,loamy,74.22,9.57,1.64,-3.66,0.429,0.257,0.558,Medium
28.376741,77.328119,96.5,225.12,22.1,loamy,88.18,5.0,1.7,-18.63,0.436,0.077,0.335,Medium
28.311048,77.415587,158.09,73.58,5.43,sandy,40.24,8.37,2.28,-19.84,0.06,0.176,0.363,Medium
28.35889,77.051644,228.47,417.96,24.9,loamy,49.01,6.07,4.84,-22.33,0.164,0.779,0.42,Medium
28.653216,77.185974,86.69,418.57,12.12,loamy,3.24,1.76,0.52,-14.38,0.579,0.207,0.202,Low
28.371668,77.014794,54.05,206.6,28.83,loamy,54.96,0.96,4.9,-18.35,0.679,0.269,0.251,Low
28.32422,77.273184,260.51,225.29,26.51,clay,92.16,8.06,0.4,-1.9,0.446,0.779,0.829,High
28.5741,77.470681,87.36,99.14,5.54,clay,18.35,9.17,1.88,-19.4,0.113,0.808,0.39,Medium
28.411455,77.221801,293.67,457.94,0.16,sandy,56.28,7.41,3.78,-16.87,0.061,0.881,0.587,Medium
28.545099,77.49332,97.51,349.44,6.57,loamy,12.72,7.01,4.96,-12.67,0.541,0.087,0.165,Low
28.347149,77.193808,104.42,23.88,29.25,loamy,42.92,1.25,2.15,-14.51,0.395,0.331,0.333,Medium
28.645205,77.276482,91.12,488.62,17.64,sandy,74.89,5.86,0.12,-6.93,0.506,0.546,0.371,Medium
28.301116,77.374092,298.12,376.77,25.39,sandy,4.46,0.1,3.57,-22.42,0.96,0.844,0.481,Medium
28.366362,77.385824,271.24,388.31,28.33,clay,23.82,0.33,1.3,-10.69,0.035,0.225,0.469,Medium
28.439398,77.096214,61.89,3.28,5.03,sandy,4.07,8.1,4.53,-4.87,0.344,0.973,0.345,Medium
28.653894,77.113121,101.29,164.28,21.54,clay,22.6,4.05,2.52,-11.14,0.56,0.695,0.387,Medium
28.377456,77.387882,57.82,81.1,25.49,sandy,16.32,4.27,0.04,-11.56,0.347,0.747,0.338,Medium
28.558044,77.061224,249.5,394.33,22.58,sandy,87.97,0.58,3.9,-6.22,0.393,0.908,0.741,High
28.545915,77.475689,35.37,121.36,14.89,sandy,48.11,3.09,1.86,-21.0,0.906,0.384,0.287,Low
28.646786,77.320459,169.91,450.84,10.26,clay,9.78,1.32,1.98,-23.1,0.229,0.482,0.345,Medium
28.460313,77.472077,256.49,137.03,9.56,loamy,50.87,9.18,1.26,-22.43,0.906,0.701,0.567,Medium
28.470289,77.224284,229.94,13.22,17.13,sandy,74.18,5.33,1.34,-3.14,0.27,0.191,0.647,Medium
28.325118,77.345542,258.02,177.31,9.53,sandy,71.98,1.4,2.91,-22.37,0.238,0.841,0.739,High
28.476647,77.458663,138.3,69.83,13.98,clay,37.44,7.41,4.3,-21.17,0.093,0.545,0.421,Medium
28.401749,77.398948,96.4,465.89,23.74,loamy,73.6,9.69,1.51,-11.43,0.493,0.431,0.316,Low
28.631806,77.099137,62.69,117.24,5.1,loamy,55.82,3.54,1.79,-9.56,0.057,0.34,0.364,Medium
28.566205,77.480018,82.48,441.71,10.01,loamy,78.44,7.35,2.65,-4.26,0.541,0.973,0.45,Medium
28.474897,77.396867,40.49,394.27,0.54,loamy,39.79,1.25,2.92,-20.79,0.305,0.217,0.218,Low
28.649958,77.368557,24.05,292.8,5.06,sandy,18.36,3.5,3.77,-11.67,0.353,0.796,0.292,Low
28.462294,77.378466,296.66,223.61,16.57,sandy,76.05,8.81,3.23,-22.73,0.946,0.793,0.703,High
28.409411,77.143737,172.02,297.01,23.64,loamy,65.51,3.94,4.16,-13.92,0.134,0.399,0.385,Medium
28.632418,77.171346,251.74,481.44,10.84,sandy,6.68,8.36,3.24,-24.53,0.232,0.075,0.252,Low
28.333761,77.109803,111.22,100.4,18.58,sandy,29.79,4.64,0.43,-10.2,0.382,0.006,0.255,Low
28.686036,77.465882,43.07,242.93,1.12,sandy,40.02,9.23,3.74,-4.23,0.055,0.976,0.391,Medium
28.456369,77.109194,157.72,469.7,0.31,loamy,22.83,1.73,1.36,-22.75,0.826,0.659,0.387,Medium
28.569319,77.102793,260.2,99.11,12.31,sandy,93.69,6.17,1.42,-22.67,0.435,0.137,0.632,Medium
28.339657,77.174483,269.98,143.85,27.46,sandy,17.87,4.7,4.47,-11.92,0.477,0.42,0.44,Medium
28.312658,77.429327,62.53,125.5,8.77,loamy,4.5,2.77,2.14,-23.26,0.328,0.34,0.219,Low
28.476552,77.499003,250.77,247.21,18.46,sandy,29.98,1.83,4.41,-17.82,0.219,0.308,0.414,Medium
28.331108,77.248105,65.71,172.68,23.43,clay,50.1,3.89,1.28,-10.74,0.997,0.166,0.337,Medium
28.609084,77.184862,67.62,421.03,4.1,loamy,4.15,6.88,0.86,-12.11,0.734,0.266,0.177,Low
28.691701,77.001606,101.67,250.43,10.12,clay,48.17,9.44,0.87,-15.23,0.279,0.321,0.362,Medium
28.306401,77.399042,174.47,110.19,16.01,sandy,42.73,3.05,4.23,-9.12,0.737,0.294,0.392,Medium
28.682474,77.261275,82.74,228.52,11.89,sandy,54.22,4.51,3.26,-3.6,0.878,0.256,0.311,Low
28.486942,77.339718,116.31,116.92,16.6,clay,96.47,0.67,3.3,-2.94,0.087,0.373,0.541,Medium
28.543572,77.016779,17.94,226.41,27.74,sandy,84.31,0.11,2.59,-16.64,0.698,0.65,0.379,Medium
28.454023,77.145028,70.86,205.95,26.47,sandy,89.94,2.28,1.24,-18.32,0.425,0.509,0.395,Medium
28.458543,77.322306,199.76,11.13,12.14,clay,88.77,1.2,4.67,-20.42,0.183,0.41,0.608,Medium
28.66449,77.321187,232.83,307.15,23.13,loamy,64.7,4.31,1.09,-6.0,0.676,0.808,0.561,Medium
28.488291,77.102623,124.41,152.34,24.4,loamy,69.36,8.68,2.52,-12.96,0.4,0.742,0.438,Medium
28.697703,77.161326,6.57,335.37,9.08,sandy,82.84,6.94,0.29,-8.8,0.561,0.765,0.398,Medium
28.518026,77.200736,216.99,14.87,11.72,sandy,6.12,0.7,3.82,-10.55,0.962,0.896,0.504,Medium
28.376663,77.404792,174.41,383.37,15.27,loamy,67.29,5.67,2.68,-21.01,0.12,0.154,0.349,Medium
28.68631,77.384732,231.78,116.69,2.71,clay,92.21,5.34,4.11,-17.3,0.262,0.405,0.709,High
28.312083,77.358982,177.41,343.48,19.95,clay,8.71,7.71,4.79,-17.44,0.99,0.602,0.323,Low
28.412911,77.387544,183.15,209.27,0.8,sandy,17.96,6.17,4.1,-14.02,0.002,0.258,0.332,Medium
28.364962,77.49967,69.6,456.23,22.27,sandy,78.63,8.12,3.49,-5.43,0.694,0.822,0.36,Medium
28.589872,77.055823,141.44,430.02,0.17,loamy,95.38,2.71,1.11,-22.15,0.883,0.528,0.497,Medium
28.603449,77.460569,30.89,325.25,7.58,clay,92.1,6.58,4.51,-8.65,0.093,0.001,0.31,Low
28.609884,77.057219,16.32,299.54,4.68,loamy,4.25,8.8,1.02,-12.17,0.539,0.518,0.198,Low
28.684376,77.032795,47.8,75.11,4.97,clay,55.03,6.51,3.85,-4.18,0.842,0.326,0.388,Medium
28.564205,77.00962,44.19,253.82,17.38,sandy,56.49,6.42,2.33,-18.11,0.075,0.54,0.291,Low
28.536935,77.056167,179.95,447.17,25.76,sandy,47.22,3.92,0.08,-24.17,0.133,0.017,0.282,Low
28.482516,77.317801,241.34,497.13,12.64,loamy,88.24,2.81,1.09,-4.92,0.381,0.651,0.698,High
28.433603,77.26096,246.4,242.28,0.18,sandy,73.58,2.95,3.31,-8.56,0.298,0.658,0.706,High
28.463129,77.009284,27.01,463.02,28.7,loamy,24.86,1.83,4.55,-10.75,0.405,0.816,0.232,Low
28.39997,77.188361,228.31,0.38,27.55,sandy,37.54,1.33,3.82,-7.76,0.042,0.355,0.476,Medium
28.469966,77.250616,23.75,266.39,13.19,sandy,94.16,6.8,4.85,-3.16,0.827,0.272,0.317,Low
28.504008,77.073435,105.68,358.42,13.55,loamy,51.78,2.76,3.56,-14.72,0.999,0.961,0.418,Medium
28.315376,77.201616,139.08,387.73,29.1,loamy,58.53,1.29,2.91,-10.83,0.485,0.911,0.471,Medium
28.662032,77.067444,15.15,128.29,18.14,sandy,16.58,4.11,3.1,-24.72,0.417,0.073,0.104,Low
28.672566,77.291703,53.08,446.27,11.31,clay,90.87,9.48,3.29,-21.14,0.915,0.603,0.393,Medium
28.519265,77.107668,225.45,367.4,25.95,sandy,51.48,7.1,2.25,-20.32,0.916,0.434,0.392,Medium
28.398824,77.262596,14.66,473.76,24.22,clay,81.31,0.96,1.0,-11.8,0.19,0.764,0.39,Medium
28.696417,77.201225,8.8,448.4,8.69,sandy,97.89,6.98,4.65,-21.33,0.617,0.747,0.308,Low
28.616964,77.370596,198.4,426.45,26.12,clay,56.4,2.18,0.59,-19.9,0.812,0.496,0.461,Medium
28.554227,77.271782,39.72,295.72,16.2,loamy,83.28,3.84,0.8,-5.35,0.94,0.135,0.326,Low
28.431803,77.48481,194.69,27.81,5.48,sandy,23.21,5.7,2.42,-14.33,0.609,0.8,0.51,Medium
28.404408,77.452872,120.2,457.69,17.05,clay,77.68,9.21,4.89,-24.15,0.988,0.37,0.338,Medium
28.651739,77.042588,197.66,123.0,28.06,loamy,40.85,1.01,2.63,-10.7,0.978,0.153,0.396,Medium
28.666141,77.320978,231.37,424.79,0.2,sandy,93.94,4.91,0.6,-20.92,0.226,0.073,0.564,Medium
28.56419,77.157874,121.41,6.37,14.89,loamy,64.24,0.73,4.95,-16.26,0.226,0.086,0.358,Medium
28.565296,77.482999,43.98,166.76,18.66,clay,59.76,0.71,0.99,-12.89,0.21,0.04,0.31,Low
28.373539,77.146962,298.89,137.53,13.46,loamy,0.01,2.71,2.16,-13.9,0.959,0.416,0.454,Medium
28.390197,77.493223,276.9,442.43,20.75,loamy,32.14,7.77,3.04,-5.34,0.63,0.977,0.541,Medium
28.641333,77.487494,26.95,347.54,28.83,sandy,53.82,3.47,1.34,-15.41,0.972,0.037,0.175,Low
28.523338,77.177009,0.44,173.16,22.26,clay,80.78,3.21,4.18,-18.49,0.718,0.619,0.376,Medium
28.399551,77.333203,276.55,23.45,14.76,loamy,5.06,0.11,1.23,-4.28,0.013,0.311,0.514,Medium
28.346892,77.138146,5.51,380.57,18.13,clay,54.59,1.78,4.02,-24.4,0.209,0.383,0.248,Low
28.606872,77.369208,11.97,256.87,27.46,loamy,39.93,9.49,3.14,-7.67,0.021,0.445,0.191,Low
28.360621,77.160848,182.42,168.97,29.12,sandy,69.2,7.09,1.03,-19.91,0.237,0.721,0.482,Medium
28.322198,77.094937,295.64,149.99,25.5,loamy,50.72,0.53,3.84,-14.2,0.043,0.72,0.603,Medium
28.493187,77.484411,178.97,20.51,20.38,sandy,69.93,0.93,4.2,-4.44,0.629,0.979,0.636,Medium
28.331544,77.099846,256.85,72.63,11.69,sandy,33.53,2.76,1.69,-23.82,0.163,0.399,0.479,Medium
28.347722,77.297,120.98,147.63,13.64,loamy,98.78,1.47,1.57,-9.98,0.47,0.007,0.424,Medium
28.409055,77.355584,88.88,363.2,28.76,sandy,53.18,8.92,3.86,-2.04,0.895,0.08,0.213,Low
28.41571,77.372949,246.86,286.15,21.88,loamy,42.12,7.93,4.02,-0.05,0.132,0.407,0.429,Medium
28.581249,77.288109,276.85,181.65,29.29,sandy,38.44,7.4,1.51,-21.76,0.486,0.556,0.482,Medium
28.386433,77.194131,120.39,165.32,24.38,sandy,4.15,3.96,2.17,-24.79,0.044,0.731,0.326,Low
28.335092,77.316644,79.79,4.01,16.35,sandy,85.96,5.87,2.96,-0.29,0.059,0.741,0.518,Medium
28.357265,77.067628,182.49,169.48,20.66,clay,46.01,3.71,2.34,-10.06,0.231,0.112,0.422,Medium
28.374669,77.196212,14.86,358.3,12.91,sandy,96.7,3.49,4.07,-12.68,0.295,0.322,0.308,Low
28.692593,77.295268,41.12,159.51,22.41,clay,28.15,2.85,1.65,-12.16,0.124,0.016,0.229,Low
28.587347,77.297621,104.36,175.2,6.34,clay,84.53,7.62,1.99,-14.85,0.867,0.597,0.517,Medium
28.359763,77.246662,148.51,157.45,12.22,sandy,96.95,4.08,4.05,-3.99,0.31,0.423,0.504,Medium
28.418533,77.431846,46.28,210.8,27.65,sandy,19.67,8.0,0.31,-12.4,0.027,0.374,0.192,Low
28.301747,77.22061,203.82,317.4,2.7,loamy,9.39,4.23,1.73,-14.0,0.062,0.129,0.304,Low
28.330021,77.122647,97.92,221.17,7.96,clay,96.86,7.32,1.83,-22.57,0.812,0.694,0.542,Medium
28.487015,77.027207,216.8,61.55,28.01,sandy,64.3,5.25,2.88,-15.05,0.964,0.937,0.603,Medium
28.461846,77.107404,99.03,442.59,16.61,sandy,32.23,6.07,1.32,-8.24,0.46,0.547,0.277,Low
28.574666,77.024588,55.72,121.44,22.38,loamy,47.4,7.31,2.71,-18.89,0.006,0.642,0.318,Low
28.365577,77.301735,129.75,120.95,5.69,clay,69.02,6.04,2.4,-5.35,0.133,0.566,0.547,Medium
28.415638,77.019959,260.57,460.78,9.66,clay,81.55,9.35,4.48,-13.5,0.617,0.594,0.653,Medium
28.366135,77.236699,71.03,466.53,4.78,clay,86.75,6.52,0.23,-19.04,0.182,0.575,0.425,Medium
28.69663,77.032629,185.05,113.98,23.95,loamy,29.33,2.12,1.48,-8.5,0.605,0.525,0.459,Medium
28.303637,77.336334,99.42,160.54,2.52,clay,69.0,1.27,1.95,-2.13,0.443,0.436,0.516,Medium
28.548934,77.10087,287.82,62.16,0.11,clay,78.86,9.85,1.07,-21.13,0.773,0.432,0.772,High
28.611633,77.456805,147.83,233.72,6.55,clay,41.42,7.26,3.5,-24.16,0.398,0.929,0.498,Medium
28.311311,77.401328,1.03,279.26,1.57,sandy,3.46,6.14,0.85,-12.41,0.304,0.63,0.195,Low
28.629637,77.320157,237.33,148.76,1.61,clay,27.02,6.75,4.34,-13.17,0.759,0.506,0.504,Medium
28.468099,77.185625,277.8,420.93,12.89,sandy,84.28,2.45,2.02,-4.88,0.662,0.357,0.684,High
28.623829,77.20177,286.56,131.19,12.35,sandy,57.37,2.67,2.98,-8.86,0.209,0.523,0.587,Medium
28.53483,77.385037,203.82,374.28,25.16,clay,84.21,5.98,0.39,-10.03,0.706,0.427,0.641,Medium
28.548088,77.157497,94.07,433.39,17.92,clay,20.75,8.24,3.88,-14.09,0.216,0.132,0.176,Low
28.536191,77.446594,30.43,50.42,21.56,loamy,93.46,5.34,3.25,-8.49,0.91,0.33,0.353,Medium
28.673114,77.113989,4.89,349.9,5.47,loamy,74.13,9.88,4.38,-21.56,0.193,0.592,0.257,Low
28.666168,77.469523,90.05,413.36,27.87,sandy,39.77,4.61,2.52,-12.71,0.847,0.774,0.323,Low
28.663597,77.064384,135.08,321.48,19.47,sandy,65.73,9.73,1.45,-15.3,0.049,0.698,0.435,Medium
28.379971,77.361668,172.66,185.04,9.18,clay,57.5,5.36,4.35,-18.22,0.025,0.679,0.515,Medium
28.574679,77.311766,170.21,398.39,5.78,loamy,24.14,0.04,3.1,-2.04,0.154,0.395,0.358,Medium
28.635764,77.029677,264.02,208.59,11.53,sandy,9.9,3.23,4.5,-6.69,0.684,0.406,0.421,Medium
28.499705,77.463395,284.11,161.24,22.55,sandy,49.35,1.0,4.83,-18.63,0.431,0.006,0.406,Medium
28.50951,77.168789,236.07,207.46,15.93,sandy,68.33,3.57,2.07,-16.18,0.325,0.154,0.48,Medium
28.64463,77.130006,230.95,294.36,14.17,sandy,14.37,8.48,1.01,-11.77,0.912,0.998,0.481,Medium
28.610213,77.418249,246.17,433.63,21.91,loamy,95.83,4.08,0.23,-9.44,0.81,0.268,0.643,Medium
28.505078,77.205606,52.01,398.66,9.98,sandy,61.15,5.35,0.15,-9.78,0.873,0.747,0.368,Medium
28.567189,77.006058,231.05,318.99,24.71,loamy,48.48,8.45,4.11,-10.6,0.487,0.841,0.48,Medium
28.361143,77.134363,62.92,194.62,8.11,sandy,31.78,0.42,1.02,-6.16,0.378,0.691,0.38,Medium
28.503776,77.491835,171.91,249.13,19.17,sandy,25.12,0.19,1.68,-4.29,0.761,0.045,0.329,Low
28.472879,77.084293,185.1,135.13,19.52,clay,4.43,2.33,0.45,-2.22,0.6,0.763,0.51,Medium
28.412147,77.420766,5.27,95.6,9.37,sandy,9.64,7.44,3.32,-13.22,0.533,0.46,0.189,Low
28.682267,77.056839,92.63,256.74,12.76,sandy,90.91,5.23,0.79,-24.91,0.522,0.724,0.476,Medium
28.428,77.320694,262.14,348.17,24.18,sandy,57.06,1.59,3.23,-19.51,0.971,0.429,0.482,Medium
28.444238,77.274318,214.93,378.37,4.97,loamy,48.06,9.28,1.05,-3.77,0.443,0.7,0.498,Medium
28.372717,77.295178,197.16,321.12,20.44,sandy,98.17,5.3,4.47,-5.89,0.469,0.501,0.504,Medium
28.358673,77.190742,108.54,169.94,9.37,loamy,59.37,0.23,2.1,-21.18,0.134,0.725,0.447,Medium
28.489503,77.225155,150.78,289.64,29.42,clay,22.8,6.79,2.87,-24.1,0.813,0.763,0.378,Medium
28.629569,77.436461,214.34,313.84,13.44,loamy,55.22,8.1,4.92,-10.48,0.703,0.071,0.355,Medium
28.468288,77.15698,60.76,262.42,29.66,clay,54.46,6.24,0.2,-13.69,0.21,0.514,0.354,Medium
28.325921,77.247056,17.42,290.52,11.09,clay,76.21,6.27,0.84,-4.33,0.21,0.264,0.348,Medium
28.46441,77.262562,258.37,479.74,20.56,sandy,15.09,5.94,3.41,-20.49,0.936,0.786,0.415,Medium
28.552814,77.16687,26.46,439.25,16.4,sandy,56.71,7.89,2.61,-15.33,0.656,0.762,0.281,Low
28.353526,77.404211,194.66,244.23,27.46,sandy,76.04,9.66,0.18,-22.04,0.455,0.132,0.384,Medium
28.358694,77.277418,116.29,303.35,6.93,sandy,70.64,6.63,4.25,-8.47,0.607,0.454,0.365,Medium
28.585539,77.022119,147.25,230.12,18.43,clay,78.29,8.65,4.98,-20.22,0.354,0.446,0.445,Medium
28.476904,77.369868,229.78,419.93,19.75,clay,10.02,3.29,3.16,-7.97,0.768,0.44,0.423,Medium
28.442991,77.321854,157.44,308.93,20.27,clay,51.66,7.11,1.4,-23.88,0.368,0.509,0.408,Medium
28.688743,77.155682,92.57,241.7,1.54,clay,10.24,1.52,1.13,-8.8,0.323,0.049,0.281,Low
28.696192,77.056915,188.34,196.77,28.03,loamy,7.46,0.37,3.19,-3.04,0.45,0.446,0.349,Medium
28.652992,77.11606,292.06,402.15,18.83,sandy,51.24,2.63,4.88,-10.64,0.293,0.915,0.602,Medium
28.627761,77.211629,256.87,476.89,24.43,sandy,21.79,1.35,1.6,-19.53,0.499,0.662,0.45,Medium
28.442027,77.472452,109.82,353.21,4.81,clay,66.94,6.63,1.17,-12.27,0.962,0.774,0.489,Medium
28.315098,77.282467,26.62,279.61,27.65,loamy,64.25,9.96,1.13,-20.62,0.09,0.855,0.331,Medium
28.327589,77.17348,221.66,268.77,17.49,clay,2.4,4.67,1.04,-17.71,0.384,0.471,0.409,Medium
28.370674,77.061166,222.9,286.15,16.34,loamy,92.16,4.87,3.7,-1.92,0.61,0.425,0.64,Medium
28.434668,77.474152,269.27,38.46,19.93,loamy,55.18,6.46,4.71,-2.72,0.099,0.788,0.603,Medium
28.409383,77.239756,209.72,29.29,17.72,clay,20.34,4.87,2.25,-24.35,0.996,0.591,0.496,Medium
28.35015,77.202534,199.33,498.46,29.13,clay,2.87,1.52,4.81,-9.14,0.969,0.749,0.386,Medium
28.558324,77.192235,245.75,58.29,26.72,loamy,45.24,1.23,3.73,-0.25,0.414,0.953,0.607,Medium
28.698953,77.373303,274.58,138.94,24.34,clay,13.44,8.49,0.64,-8.0,0.979,0.269,0.476,Medium
28.315847,77.449822,62.63,218.86,12.7,sandy,42.1,3.58,3.7,-22.66,0.864,0.614,0.298,Low
28.554266,77.138039,121.08,137.17,0.81,sandy,24.53,8.58,0.31,-17.4,0.395,0.36,0.348,Medium
28.356045,77.404502,244.07,55.02,11.51,loamy,12.82,2.18,2.84,-5.44,0.357,0.905,0.566,Medium
28.544936,77.167428,174.79,78.98,5.48,loamy,37.56,8.81,4.06,-17.53,0.045,0.216,0.363,Medium
28.617125,77.407177,97.01,486.4,22.29,sandy,6.35,7.22,1.04,-1.58,0.969,0.779,0.298,Low
28.402327,77.274663,144.33,90.28,27.32,sandy,0.08,4.69,1.21,-19.16,0.253,0.361,0.274,Low
28.595575,77.041846,205.99,146.21,24.88,sandy,9.28,2.61,3.91,-13.55,0.517,0.59,0.385,Medium
28.325411,77.437424,2.42,6.98,9.67,sandy,49.55,4.35,0.47,-20.14,0.698,0.804,0.378,Medium
28.32391,77.361543,160.77,482.51,2.57,sandy,8.43,0.92,0.32,-19.28,0.481,0.413,0.318,Low
28.678115,77.007391,239.53,38.81,13.68,sandy,67.14,6.31,1.6,-17.47,0.331,0.454,0.534,Medium
28.556926,77.325849,0.69,431.86,24.66,loamy,24.44,8.09,0.36,-1.45,0.179,0.743,0.204,Low
28.313296,77.092343,16.27,479.47,12.95,sandy,64.7,9.42,4.55,-24.53,0.326,0.831,0.239,Low
28.59636,77.047919,236.48,13.65,12.27,sandy,31.5,2.56,3.69,-10.84,0.019,0.983,0.598,Medium
28.657135,77.102903,222.06,70.32,4.07,sandy,3.74,9.91,1.16,-0.57,0.13,0.665,0.461,Medium
28.451112,77.327508,28.68,331.63,18.42,sandy,7.55,7.58,1.28,-17.33,0.224,0.101,0.071,Low
28.369724,77.090768,113.65,486.43,23.9,sandy,73.29,2.54,4.16,-14.71,0.283,0.126,0.257,Low
28.500239,77.149201,241.25,304.71,12.85,sandy,26.37,5.12,2.15,-18.31,0.745,0.73,0.477,Medium
28.442644,77.218633,136.15,335.01,18.75,clay,24.25,6.62,2.75,-9.37,0.177,0.472,0.341,Medium
28.461906,77.387199,100.38,88.78,11.51,clay,37.09,3.33,4.24,-18.31,0.764,0.39,0.356,Medium
28.615014,77.436169,153.27,309.79,12.5,sandy,26.66,7.83,1.85,-18.77,0.849,0.698,0.355,Medium
28.651263,77.388727,284.69,461.9,11.81,clay,66.69,3.38,2.81,-7.53,0.7,0.408,0.588,Medium
28.652278,77.288293,266.47,373.97,4.62,sandy,91.08,7.55,1.94,-1.91,0.151,0.103,0.625,Medium
28.362662,77.228833,193.46,467.01,28.53,clay,54.71,2.25,1.36,-1.5,0.287,0.549,0.494,Medium
28.471666,77.334378,7.84,392.4,11.8,loamy,29.6,4.7,3.19,-9.6,0.752,0.759,0.258,Low
28.330866,77.048091,258.13,336.91,15.0,sandy,89.69,5.15,0.98,-13.45,0.029,0.023,0.6,Medium
28.489594,77.18977,141.46,83.02,24.9,sandy,9.54,5.36,2.12,-12.95,0.554,0.712,0.373,Medium
28.355975,77.365958,172.15,58.91,29.38,clay,39.82,1.96,3.84,-5.43,0.442,0.184,0.424,Medium
28.635331,77.374333,297.45,316.42,11.66,clay,34.45,4.05,4.59,-20.22,0.109,0.139,0.472,Medium
28.64423,77.294316,269.78,5.67,11.86,loamy,50.56,6.65,4.97,-22.25,0.642,0.703,0.558,Medium
28.416853,77.230082,186.13,225.75,20.17,loamy,88.9,2.24,1.64,-10.0,0.033,0.956,0.613,Medium
